,Sales ID,Sales Price,Machine ID,Model ID,datasource,Auctioneer ID,Year Made,MachineHours CurrentMeter,Usage Band,Sales date,Model Description,Base Model,Secondary Description,Model Series,Model Descriptor,Machine Size,Product Class Description,State of Usage,Product Group,Product Group Description,Driver System,Enclosure,Control,Touchpad Type,Control Type,Version,Transmission,Turbo Charged,Extra features,Machine Width,Clean Room,Engine Horsepower,Hydraulics,Push Block,Ripper,Scarifier,Tip Control,Screen Size,Coupler,Couple System,Grouser Tracks,Hydraulics Flow,Tupper Type,Screen Size.1,Stick Length,Thumb,Pattern Changer,Grouser Type,Backhoe Mounting,Blade Type,Travel Possibilities,Differential Type,Steering Controls
235,1140025,9500.0,1031356,18261,121,3.0,2004,1079.0,Low,2/26/2010 0:00,MC70,MC70,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
236,1140027,12500.0,4527,7009,121,3.0,2000,1030.0,Medium,2/26/2004 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Alabama,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
237,1140030,18000.0,377421,13391,121,3.0,2005,97.0,Low,9/7/2006 0:00,301.8,301.8,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Iowa,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"238,1140033,53000.0,1036512,22057,121,3.0,2000,5525.0,Medium,8/10/2006 0:00,200LC,200,,,LC,Large / Medium,Type C - 19.0 to 21.0 Metric Tons,Florida,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,""9' 10"""""",Manual,None or Unspecified,Double,,,,,"
"239,1140038,25500.0,1014327,4823,121,3.0,1997,1121.0,Low,2/7/2011 0:00,792D,792,D,,,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,California,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,""10' 10"""""",Hydraulic,None or Unspecified,Double,,,,,"
240,1140042,15000.0,1000360,1564,121,3.0,1000,2151.0,Low,6/9/2011 0:00,D4HLGP,D4,H,,LGP,,Type D - 85.0 to 105.0 Horsepower,Ohio,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,PAT,Lever,,
241,1140044,20000.0,516401,3415,121,3.0,1000,0.0,,12/10/2009 0:00,235C,235,C,,,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,California,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
242,1140045,10500.0,275311,5530,121,3.0,2000,0.0,,4/12/2007 0:00,864G,864,G,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,North Dakota,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
243,1140049,33000.0,1055591,1956,121,3.0,1995,5468.0,Medium,1/20/2004 0:00,892ELC,892,E,,LC,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,Pennsylvania,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
244,1140050,24500.0,1067282,4124,121,3.0,1000,3170.0,Low,6/18/2009 0:00,D6D,D6,D,,,Medium,Type D - 130.0 to 160.0 Horsepower,Georgia,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
245,1140051,34000.0,980479,6908,121,3.0,2004,1843.0,Low,2/19/2009 0:00,CX130,CX130,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Washington,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
246,1140055,12500.0,1003098,5527,121,3.0,2002,1703.0,Medium,3/22/2007 0:00,863G,863,G,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,New York,SSL,France,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,High Flow,,,,,,,,,,,
247,1140058,9750.0,1040223,17438,121,3.0,2000,1813.0,Medium,8/25/2005 0:00,LS160,LS160,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,West Virginia,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
248,1140065,30000.0,1069019,1861,121,3.0,2003,3272.0,Medium,12/6/2007 0:00,450HLT,450,H,,LT,,Type D - 20.0 to 75.0 Horsepower,Ohio,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
249,1140066,26500.0,1031314,3854,121,3.0,1976,2571.0,Low,8/24/2006 0:00,966C,966,C,,,Medium,Type E - 150.0 to 175.0 Horsepower,Missouri,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
250,1140068,36000.0,325562,3542,121,3.0,2002,4231.0,High,1/26/2006 0:00,420D,420,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Pennsylvania,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
251,1140070,34000.0,1026110,3357,121,3.0,1000,0.0,,5/19/2011 0:00,12G,12,G,,,,Type A - 130.0 to 145.0 Horsepower,Mississippi,MG,Brazil,No,EROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
252,1140075,99000.0,1059343,14287,121,3.0,2006,422.0,Low,9/10/2009 0:00,240DLC,240,D,,LC,Large / Medium,Type C - 24.0 to 28.0 Metric Tons,California,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
253,1140077,29000.0,32010,209,121,3.0,1999,2914.0,Medium,3/11/2004 0:00,D37P-5,D37,P,-5,,,Type D - 75.0 to 85.0 Horsepower,Alabama,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
254,1140081,85000.0,1029985,385,121,3.0,2005,1187.0,Medium,8/23/2007 0:00,PC200LC7,PC200,,LC,7,Small,Type C - 16.0 to 19.0 Metric Tons,Alabama,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
255,1140084,24500.0,394814,1561,121,3.0,1992,2963.0,Low,4/12/2007 0:00,D4HIILGP,D4,H,II,LGP,,Type D - 85.0 to 105.0 Horsepower,Missouri,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
256,1140088,22000.0,1010554,5401,121,3.0,1000,0.0,,8/20/2009 0:00,WA500-1,WA500,,-1,,Medium,Type E - 275.0 to 350.0 Horsepower,Florida,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
257,1140089,18000.0,1001521,7026,121,3.0,2003,891.0,High,4/29/2004 0:00,262,262,,,,,Type F - 2701.0+ Lb Operating Capacity,Ohio,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
258,1140090,36000.0,1009877,617,121,3.0,1997,16707.0,High,7/13/2006 0:00,WA380-3L,WA380,,-3L,,Medium,Type E - 175.0 to 200.0 Horsepower,Texas,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
259,1140091,11000.0,1054487,6866,121,3.0,1993,0.0,,6/30/2005 0:00,9040,9040,,,,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,Oklahoma,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
260,1140096,8500.0,1046445,26202,121,3.0,1994,11578.0,Medium,12/7/2006 0:00,515,515,,,,,Type E - 90.0 to 100.0 Horsepower,Washington,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
261,1140103,20500.0,1055471,14296,121,3.0,2002,6292.0,Medium,9/24/2009 0:00,270CLC,270,C,,LC,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,South Carolina,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
"262,1140111,44000.0,716312,3357,121,3.0,1000,15207.0,Medium,9/20/2007 0:00,12G,12,G,,,,Type A - 130.0 to 145.0 Horsepower,California,MG,Brazil,No,OROPS,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,""17.5"""""",,,,,,,,,,,,,,,"
"263,1140112,61000.0,1006301,460,121,3.0,2000,6681.0,Medium,1/11/2007 0:00,PC300LC6,PC300,,LC,6,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Florida,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,""11' 0"""""",None or Unspecified,None or Unspecified,Triple,,,,,"
264,1140113,18000.0,1066743,189,121,3.0,1998,0.0,,4/1/2010 0:00,D31P-20,D31,P,-20,,,Type D - 20.0 to 75.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
265,1140115,42000.0,863437,1355,121,3.0,1997,10154.0,Medium,10/19/2006 0:00,350L,350,,,L,Large / Medium,Type C - 50.0 to 66.0 Metric Tons,Maine,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"266,1140117,9500.0,339210,7013,121,3.0,1000,0.0,,10/25/2007 0:00,235,235,,,,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,West Virginia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,""9' 6"""""",Manual,None or Unspecified,Double,,,,,"
267,1140127,39000.0,315896,3552,121,3.0,2003,1862.0,Medium,8/10/2006 0:00,430D,430,D,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Nevada,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
268,1140134,9500.0,1069472,3217,121,3.0,2001,3850.0,High,6/28/2007 0:00,70XT,70,XT,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,South Carolina,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
269,1140136,24000.0,1043624,4607,121,3.0,2006,970.0,Medium,9/24/2009 0:00,310SG,310,SG,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
270,1140142,71000.0,1012883,28920,121,3.0,2007,2092.0,Medium,1/28/2010 0:00,WA250PT5L,WA250,PT,5,L,,Type E - 120.0 to 135.0 Horsepower,North Carolina,WL,Germany,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
271,1140146,12000.0,1018003,9566,121,3.0,1999,1719.0,Medium,7/26/2007 0:00,873,873,,,,,Type F - 2201.0 to 2701.0 Lb Operating Capacity,Louisiana,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
272,1140161,71000.0,1067532,28540,121,3.0,2005,993.0,Medium,3/8/2007 0:00,PC138USLC2E0,PC138,US,LC,2,Small,Type C - 14.0 to 16.0 Metric Tons,Louisiana,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"273,1140166,75000.0,1056397,22805,121,3.0,2006,3337.0,Medium,5/19/2011 0:00,EC210BLC,EC210,B,,LC,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,New York,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,""9' 6"""""",None or Unspecified,None or Unspecified,Double,,,,,"
274,1140170,18000.0,1066092,4147,121,3.0,1982,8128.0,Medium,10/22/2010 0:00,D8K,D8,K,,,Large,Type D - 260.0 + Horsepower,Iowa,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
275,1140174,14500.0,1067095,4763,121,3.0,1997,7654.0,Medium,3/26/2009 0:00,650G,650,G,,,,Type D - 85.0 to 105.0 Horsepower,Georgia,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
276,1140175,8500.0,1060760,9563,121,3.0,1996,3117.0,Medium,8/11/2005 0:00,863,863,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Kansas,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
277,1140177,30500.0,37575,3539,121,3.0,2003,275.0,Low,8/25/2005 0:00,416D,416,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
278,1140190,39000.0,1048483,15571,121,3.0,1999,0.0,,8/23/2007 0:00,R290,R290,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Texas,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
279,1140191,25000.0,46998,7052,121,3.0,1998,2750.0,Medium,8/25/2005 0:00,307,307,,,,Mini,Type C - 6.0 to 8.0 Metric Tons,Louisiana,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
280,1140197,20500.0,1007706,7277,121,3.0,1976,342.0,Low,11/16/2006 0:00,950,950,,,,Medium,Type E - 150.0 to 175.0 Horsepower,Oklahoma,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
281,1140198,16000.0,1050427,1907,121,3.0,1995,0.0,,3/26/2009 0:00,690ELC,690,E,,LC,Large / Medium,Type C - 19.0 to 21.0 Metric Tons,Virginia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,30 inch,None or Unspecified,Manual,None or Unspecified,Double,,,,,
282,1140199,36000.0,1024762,4642,121,3.0,2004,6021.0,High,12/18/2008 0:00,410G,410,G,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
"283,1140206,27000.0,1007944,1989,121,3.0,1994,7482.0,Medium,11/1/2007 0:00,EX200LC,EX200,,,LC,Large / Medium,Type C - 19.0 to 21.0 Metric Tons,Iowa,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,""9' 7"""""",None or Unspecified,None or Unspecified,Double,,,,,"
"284,1140207,30500.0,1002516,4775,121,3.0,1000,0.0,,8/7/2008 0:00,670B,670,B,,,,Type A - 45.0 to 130.0 Horsepower,Texas,MG,Brazil,No,EROPS,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""14"""""",,,,,,,,,,,,,,,"
285,1140210,81000.0,626042,85,121,3.0,1998,14967.0,Medium,11/15/2007 0:00,966FII,966,F,II,,Medium,Type E - 200.0 to 225.0 Horsepower,California,WL,Germany,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
286,1140211,75000.0,119630,1169,121,3.0,2001,7099.0,High,4/12/2007 0:00,320CL,320,C,,L,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,North Carolina,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
287,1140212,35500.0,1014426,17901,121,3.0,2007,2213.0,Medium,8/25/2011 0:00,TC125,TC125,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Pennsylvania,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
288,1140215,30000.0,1008870,1910,121,3.0,2001,9224.0,High,10/30/2008 0:00,700HLGP,700,H,,LGP,Medium,Type D - 105.0 to 130.0 Horsepower,Texas,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
289,1140216,52000.0,1008462,11406,121,3.0,2006,2189.0,Medium,9/10/2009 0:00,750J,750,J,,,Medium,Type D - 130.0 to 160.0 Horsepower,Washington,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
290,1140217,39000.0,319409,1536,121,3.0,2005,763.0,Medium,9/20/2007 0:00,D3GXL,D3,G,,XL,,Type D - 20.0 to 75.0 Horsepower,West Virginia,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
291,1140219,42000.0,1038750,28736,121,3.0,2000,9519.0,Medium,6/18/2009 0:00,WA4203MC,WA420,,3,MC,Medium,Type E - 200.0 to 225.0 Horsepower,Mississippi,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
292,1140223,20500.0,1026846,553,121,3.0,1000,3896.0,Low,5/19/2011 0:00,PC75UU-2,PC75,UU,-2,,Mini,Type C - 6.0 to 8.0 Metric Tons,Texas,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
293,1140225,23000.0,1026057,4794,121,3.0,1998,2961.0,Low,6/25/2009 0:00,710D,710,D,,,,Type B - 16.0 + Ft Standard Digging Depth,Missouri,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
294,1140227,11000.0,307417,3409,121,3.0,2004,2252.0,High,7/27/2006 0:00,226B,226,B,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
295,1140228,17000.0,169066,13395,121,3.0,2005,130.0,Low,8/10/2006 0:00,303CR,303,,,CR,Mini,Type C - 3.0 to 4.0 Metric Tons,Hawaii,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,
296,1140230,77000.0,529563,3886,121,3.0,1994,6699.0,Low,12/6/2007 0:00,988F,988,F,,,Large,Type E - 350.0 to 500.0 Horsepower,Florida,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
297,1140231,34000.0,121618,3538,121,3.0,2000,1666.0,Medium,5/20/2004 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
298,1140232,77000.0,366211,1218,121,3.0,2005,2647.0,Low,1/28/2010 0:00,325CL,325,C,,L,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,Arizona,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
299,1140233,19500.0,1039712,5162,121,3.0,2004,1601.0,High,10/5/2006 0:00,214E,214,E,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
300,1140234,18500.0,1051959,17319,121,3.0,2005,759.0,Medium,11/1/2007 0:00,T300,T300,,,,,Type F - 0.0 to 701.0 Lb Operating Capacity,Georgia,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
301,1140235,14000.0,377423,7040,121,3.0,2001,1596.0,Medium,4/5/2007 0:00,302.5,302.5,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Iowa,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
302,1140236,54000.0,1060348,6908,121,3.0,2007,970.0,Low,12/16/2010 0:00,CX130,CX130,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Oregon,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,Yes,Double,,,,,
303,1140237,38000.0,598292,4093,121,3.0,2002,6290.0,High,5/18/2006 0:00,D3G,D3,G,,,,Type D - 20.0 to 75.0 Horsepower,Texas,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
"304,1140247,9500.0,1013942,4721,121,3.0,1000,0.0,,5/26/2011 0:00,570A,570,A,,,,Type A - 45.0 to 130.0 Horsepower,Alabama,MG,Brazil,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""15.5"""""",,,,,,,,,,,,,,,"
305,1140251,12500.0,1010206,10784,121,3.0,1000,0.0,,7/12/2007 0:00,G550,G550,,,,,Type A - 45.0 to 130.0 Horsepower,North Carolina,MG,Brazil,No,OROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
306,1140252,97000.0,1051024,30174,121,3.0,2006,2977.0,Medium,7/20/2010 0:00,D65WX15,D65,WX,15,,Large,Type D - 190.0 to 260.0 Horsepower,Texas,TTT,Japan,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
307,1140256,121000.0,986517,1935,121,3.0,2004,3478.0,High,10/25/2007 0:00,772CH,772,C,,H,,Type A - 170.0 to 200.0 Horsepower,Utah,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
308,1140260,13500.0,1040667,4511,121,3.0,1000,8163.0,Low,11/2/2006 0:00,740A,740,A,,,,Type A - 200.0 + Horsepower,North Carolina,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
309,1140261,109000.0,1047889,495,121,3.0,2002,7052.0,High,5/18/2006 0:00,PC400LC6,PC400,,LC,6,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Colorado,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
310,1140264,14000.0,232730,5517,121,3.0,2001,908.0,Low,4/12/2007 0:00,773G,773,G,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Illinois,SSL,France,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
311,1140265,7500.0,1067684,7018,121,3.0,1000,0.0,,7/16/2009 0:00,245,245,,,,Large / Medium,Type C - 50.0 to 66.0 Metric Tons,Wisconsin,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
312,1140266,33000.0,291111,1536,121,3.0,2004,1374.0,Medium,10/4/2007 0:00,D3GXL,D3,G,,XL,,Type D - 20.0 to 75.0 Horsepower,West Virginia,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
